,x_1,x_2,x_label,y_1,y_2,y_label
0,-0.5882680190494588,0.5530818884887105,3,0.13002788224212367,0.38389093909111544,0
1,0.8403890682927109,-0.5734938876150971,2,-0.11679744986154361,-1.9991563860315755,0
2,-0.07986237508839192,0.5416068059401503,3,-0.9321895518897853,0.66535941737115,0
3,-0.6984880474062362,-0.971328111196848,3,1.1312807854477116,0.6704461804202786,0
4,0.9619124453069742,-0.0544030447609674,3,-1.0476467163926586,-0.6924368090027277,0
5,0.2478815800615054,0.023636389736793478,3,-0.5357363875623234,-0.14439425565227954,0
6,-0.9702808388848184,0.742037715692248,3,-1.1538401406792107,0.29729779950134044,0
7,0.681084464012211,-0.22945044513357332,3,-0.46060840535884146,1.485057902259402,0
8,-3.638565374749306,-1.237453670547264,3,-0.9893663697422412,-2.0766712499310396,0
9,-1.3115098339387883,0.5249414075984798,3,1.8454561750339757,0.3386701831742027,0
10,-0.14041659651517163,0.12474274283290626,3,0.5391810400957251,0.4000355740483621,4
11,1.4760431201917414,0.6851823678881267,1,1.381216463034317,-2.1827390194404486,0
12,-0.01223471665124126,-1.9376007297465943,1,-2.524258193360652,-1.2499167577835708,0
13,-0.010227050754493722,0.6999045936076144,3,-0.08775958670937113,0.5755555794728491,4
14,0.9140697754799496,2.009749076814878,1,1.101662456458119,-0.7251254354457443,3
15,-0.40261680940831335,-0.057358689527167016,3,0.13189936076724496,-1.8523565228176953,0
16,1.7100182673824083,0.3891887937107835,3,-0.6969115978819942,0.0858963404232083,0
17,0.7041705310021268,0.3078448741974576,2,0.3771650579931147,1.5462750631123494,3
18,-0.6312315446904232,-0.3193833345959242,1,-0.22916441215713798,-1.4455951125634183,3
19,-1.0862947300645585,0.43691507511385363,3,0.19491029789014383,-0.3771038782281976,0
20,1.1720333636840017,-0.3459946684134174,3,-0.7496220520927036,0.40224532704164606,3
21,-0.2137605153475412,-2.3601845759316533,3,0.8396752871996604,2.0292754276258553,4
22,0.18104531783428604,1.284302596821,0,0.057294825534517764,-0.641211172471092,0
23,-0.25324631654442037,-0.1654351183539018,3,-0.19877167112066424,-0.28836426216801514,3
24,-0.23869863105593164,-0.3704988700901717,3,-0.46907229241476683,-0.40925965746462334,0
25,-1.3136079769293223,0.8641008203901835,3,-0.0004211269626009342,-0.46856903845398634,0
26,0.31372751490341055,-1.0844906746751497,3,0.269907021744873,-0.645813318261594,0
27,0.8504709052608433,-2.243432438982799,3,0.3375352703510611,-1.5627592792737202,0
28,0.2710855751243902,-0.39639969947598475,3,0.44344293849453803,-0.6911801777203217,4
29,-0.28777840161271734,2.0355572050740607,1,-0.028870726329779883,1.5568336751632363,0
30,0.47797734501556877,0.07304218312155315,3,1.7330384584662795,-0.47411851468910654,0
31,-1.6609013747934336,-0.2210326662668964,3,-1.2400891368019311,0.9530102411361285,2
32,-1.1378500688461006,-0.5926444995943032,2,-2.3090017869238206,0.4578111969726105,0
33,-0.2617890473535374,-0.6244629810693417,3,1.1763273097423472,1.4952369710812508,0
34,-0.7220814140087713,-1.297029573257163,2,1.4732215959721895,0.16827142163514994,0
35,0.8753894274681481,-0.30448896572171025,0,0.9746899943808814,0.3667207504022656,0
36,-0.3284013706457567,0.8126170854338608,0,1.3715993528721953,0.734751869677507,0
37,0.07768380608259073,0.9519084833868338,3,-0.4063893036969175,1.5981088484627037,3
38,-0.9534493148713118,1.1718059518851607,1,-0.6048078554466534,-1.2959409851768042,0
39,-0.6248829846409846,1.4258459131989674,3,-0.05693846486814723,0.4974730030117495,0
40,-0.2031581497212156,-0.3901342628998792,2,-0.6326356715476076,1.5383918239916488,0
41,0.4286936964926449,-1.1434209829332507,3,1.3569571444494077,0.38279694033088524,3
42,-1.1543350242201222,0.007227499763236766,3,-0.08819699382338295,-0.4536120094321745,0
43,-0.4499664992671556,-0.29617388970661196,3,-1.591017563940829,-0.48196456677738675,0
44,0.176786879420205,0.7477533462129928,3,-1.0179347006693962,1.3132752813944881,3
45,0.8209911572543701,1.619079252333211,2,1.2472615826826041,-0.08262121175807316,4
46,-0.33594382859973054,1.19007784965487,3,0.746403759473281,0.18075791144791703,3
47,-0.5712626921471735,1.0596617997899838,3,0.2499114285205672,0.07326677506044298,0
48,0.09328754046772778,1.3470988540882165,3,0.5044821554123029,-0.08787611014766367,0
49,-1.1786599280431427,-0.5440049464652115,3,-0.959028478451006,-0.9549955441501139,0
